"Target","Ridom Usage","Ridom Exclusion Reason","location","gene","product","protein_id","note"
"Rv2912c","MLST+","-","3219274..3219861",,"Probable transcriptional regulatory protein (probably TetR-family)","NP_217428.1","Rv2912c, (MTCY274.44c), len: 195 aa. Probable transcription regulatory protein, TetR family, showing similarity with others e.g. Q9K3V9|SCD10.17 putative TetR-family transcriptional from Streptomyces coelicolor (202 aa), FASTA scores: opt: 185, E(): 4.4e-05, (31.15% identity in 167 aa overlap); Q9KFQ0 TetR-family from Bacillus halodurans (185 aa), FASTA scores: opt: 164, E(): 0.001, (35.6% identity in 73 aa overlap); P17446|BETI_ECOLI|BETI|B0313 regulatory protein from Escherichia coli strain K12 (195 aa), FASTA scores: opt: 126, E(): 0.024, (24.5% identity in 196 aa overlap); etc. Contains possible helix-turn-helix motif at aa 33-54 (+2.71 SD). Possibly belongs to the TetR/AcrR family."
"Rv2913c","MLST+","-","3219863..3221698",,"Possible D-amino acid aminohydrolase (D-amino acid hydrolase)","NP_217429.1","Rv2913c, (MTCY338.01c, MTCY274.45c), len: 611 aa. Possible D-amino acid aminohydrolase, similar (principally in N-terminus) to D-amino acid aminohydrolases e.g. Q9V2D3|NDAD|PAB0090 D-aminoacylase (aspartate, glutamate etc) from Pyrococcus abyssi (526 aa), FASTA scores: opt: 336, E(): 2.2e-13, (27.55% identity in 581 aa overlap); P94212|NDDD_ALCXX N-acyl-D-aspartate deacylase (N-acyl-D-aspartate amidohydrolase) from Alcaligenes xylosoxydans xylosoxydans (Achromobacter xylosoxidans) (498 aa), FASTA scores: opt: 221, E(): 3.4e-06, (25.95% identity in 532 aa overlap); Q9AGH8 D-aminoacylase from Alcaligenes faecalis (484 aa), FASTA scores: opt: 218, E(): 5.1e-06,(28.35% identity in 434 aa overlap); etc."
"Rv2914c","MLST+","-","3221767..3223524","pknI","Probable transmembrane serine/threonine-protein kinase I PknI (protein kinase I) (STPK I) (phosphorylase B kinase kinase) (hydroxyalkyl-protein kinase)","NP_217430.1","Rv2914c, (MTCY338.02c), len: 585 aa. Probable pknI,transmembrane serine/threonine-protein kinase (see citation below), ala-rich protein, highly similar to many in Mycobacterium tuberculosis and other bacteria e.g. Q9RLQ7|MBK putative serine/threonine protein kinase from Mycobacterium bovis BCG (291 aa), FASTA scores: opt: 376,E(): 1.1e-10, (36.95% identity in 287 aa overlap); P33973|PKN1_MYXXA serine/threonine-protein kinase from Myxococcus xanthus (693 aa), FASTA scores: opt: 286, E(): 5.4e-10, (29.9% identity in 374 aa overlap); P72003|PKNF_MYCTU|Rv1746|MT1788|MTCY28.09 probable serine/threonine-protein kinase from Mycobacterium tuberculosis (476 aa), FASTA scores: opt: 675, E(): 1.7e-24, (39.75% identity in 468 aa overlap); Q10697|PKNJ_MYCTU|Rv2088|MT2149|MTCY49.28 probable serine/threonine-protein kinase from Mycobacterium tuberculosis (589 aa), FASTA scores: opt: 574, E(): 1e-19,(34.85% identity in 479 aa overlap); etc. Equivalent to AAK47308 from Mycobacterium tuberculosis strain CDC1551 (603 aa) but shorter 18 aa. Contains Hank's kinase subdomain. Belongs to the Ser/Thr family of protein kinases."
"Rv2915c","MLST+","-","3223568..3224680",,"hypothetical protein","NP_217431.1","Rv2915c, (MTCY338.03c), len: 370 aa. Conserved protein, posssibly XAA-pro dipeptidase (prolidase), highly similar to CAC38796|SCI39.08c conserved hypothetical protein from Streptomyces coelicolor (363 aa), FASTA scores: opt: 1341, E(): 5.5e-76, (56.65% identity in 362 aa overlap); and similar to prolidases (XAA-pro dipeptidase) e.g. Q9ABC9|CC0300 putative XAA-pro dipeptidase from Caulobacter crescentus (428 aa), FASTA scores: opt: 327,E(): 7.4e-13, (30.2% identity in 374 aa overlap); Q97XD4 prolidase from Sulfolobus solfataricus (396 aa), FASTA scores: opt: 271, E(): 2.1e-09, (30.5% identity in 354 aa overlap); Q9WX55 prolidase from Microbacterium esteraromaticum (393 aa), FASTA scores: opt: 256, E(): 1.8e-08, (27.95% identity in 365 aa overlap); etc. Also similar to O53619|Rv0074|MTV030.18 conserved hypothetical protein from Mycobacterium tuberculosis (411 aa), FASTA scores: opt: 243, E(): 1.2e-07, (27.5% identity in 389 aa overlap)."
"Rv2916c","MLST+","-","3224708..3226285","ffh","Probable signal recognition particle protein Ffh (fifty-four homolog) (SRP protein)","NP_217432.1","Rv2916c, (MTCY338.04c), len: 525 aa. Probable ffh,signal recognition particle (SRP) protein (ala-, gly-,leu-rich protein) (see citation below), equivalent to O33013|SR54_MYCLE signal recognition particle from Mycobacterium leprae (521 aa), FASTA scores: opt: 2968,E(): 1.6e-145, (87.85% identity in 526 aa overlap). Also highly similar to others e.g. O69874|FFH from Streptomyces coelicolor (550 aa), FASTA scores: opt: 2025, E(): 6e-97,(63.8% identity in 519 aa overlap) (N-terminus longer 34 aa); P37105|SR54_BACSU from Bacillus subtilis (446 aa),FASTA scores: opt: 1451, E(): 1.9e-67, (51.5% identity in 435 aa overlap); BAB57399|FFH from Staphylococcus aureus subsp. aureus Mu50 (455 aa), FASTA scores: opt: 1418, E(): 9.4e-66, (48.65% identity in 448 aa overlap); etc. Contains PS00017 ATP/GTP-binding site motif A (P-loop). Belongs to the SRP family of GTP-binding proteins. Note that signal recognition particle consists of a small cytoplasmic RNA (SC-RNA) molecule and protein FFH. The protein has a two domain structure: the G-domain binds GTP; the M-domain binds the RNA and also binds the signal sequence."
"Rv2917","MLST+","-","3226363..3228243",,"Conserved hypothetical alanine and arginine rich protein","NP_217433.1","Rv2917, (MTCY338.05), len: 626 aa. Conserved hypothetical ala-, arg-rich protein, highly similar (but longer 34 aa) to O33011|ML1624|MLCB250.18C hypothetical 65.2 KDA protein from Mycobacterium leprae (596 aa), FASTA scores: opt: 3117, E(): 9e-183, (79.8% identity in 584 aa overlap). Also highly similar to Q9S2E8|SCE19A.36C hypothetical 66.2 KDA protein from Streptomyces coelicolor (598 aa), FASTA scores: opt: 1921, E(): 1.1e-109, (56.08% identity in 567 aa overlap); and Q9S3Y6|SDRA SDRA protein from Streptomyces coelicolor (597 aa), FASTA scores: opt: 1896, E(): 3.6e-108, (55.75% identity in 567 aa overlap). And shows some similarity with others proteins from other organisms. Equivalent to AAK47311 putative RNA helicase from Mycobacterium tuberculosis strain CDC1551 (602 aa) but longer 24 aa. Contains PS00017 ATP/GTP-binding site motif A (P-loop)."
"Rv2918c","MLST+","-","3228254..3230680","glnD","Probable [protein-PII] uridylyltransferase GlnD (PII uridylyl-transferase) (uridylyl removing enzyme) (UTASE)","NP_217434.1","Rv2918c, (MTCY338.07c), len: 808 aa. Probable glnD,uridylyltransferase (ala-rich protein), similar to other uridylyltransferases e.g. O69873||SC2E1.02 from Streptomyces coelicolor (835 aa), FASTA scores: opt: 1473,E(): 2.8e-81, (41.03% identity in 858 aa overlap); P43919|GLND_HAEIN from Haemophilus influenzae (863 aa),FASTA scores: opt: 333, E(): 2.5e-12, (25.4% identity in 819 aa overlap); P27249|GLND_ECOLI|GLND|B0167 from Escherichia coli strain K12 (890 aa), FASTA scores: opt: 306, E(): 1.1e-10, (27.75% identity in 858 aa overlap); etc. Belongs to the GlnD family."
"Rv2919c","MLST+","-","3230738..3231076","glnB","Probable nitrogen regulatory protein P-II GlnB","NP_217435.1","Rv2919c, (MTCY338.08c), len: 112 aa. Probable glnB,nitrogen regulatory protein, highly similar to others e.g. Q9X705|GLNB PII protein from Corynebacterium glutamicum (Brevibacterium flavum) (112 aa), FASTA scores: opt: 531,E(): 4.5e-30, (68.75% identity in 112 aa overlap); P21193|GLNB_AZOBR nitrogen regulatory protein P-II from Azospirillum brasilense (112 aa), FASTA scores: opt: 496,E(): 1.2e-27, (60.7% identity in 112 aa overlap); P05826|GLNB_ECOLI|B2553|Z3829|ECS3419|STY2808 nitrogen regulatory protein P-II from Escherichia coli strains K12 and O157:H7 (112 aa), FASTA scores: opt: 487, E(): 5.3e-27,(61.6% identity in 112 aa overlap); etc. Contains PS00496 P-II protein urydylation site. Belongs to the P(II) protein family."
"Rv2920c","MLST+","-","3231073..3232506","amt","Probable ammonium-transport integral membrane protein Amt","NP_217436.1","Rv2920c, (MTCY338.09c), len: 477 aa. Probable amt,ammonium-transport integral membrane protein (ala-, gly-,leu-, val-rich protein), highly similar to others e.g. Q9ZBP6|SC7A1.27 ammonium transporter from Streptomyces coelicolor (448 aa), FASTA scores: opt: 1246, E(): 7.3e-67,(54.1% identity in 462 aa overlap); P54146|AMT_CORGL ammonium transport system from Corynebacterium glutamicum (452 aa), FASTA scores: opt: 953, E(): 2.1e-49, (41.45% identity in 475 aa overlap); Q07429|NRGA_BACSU probable ammonium transporter (membrane protein NRGA) from Bacillus subtilis (404 aa), FASTA scores: opt: 721, E(): 0, (44.4% identity in 430 aa overlap); etc. Belongs to the AMT1/MEP/NRGA family of ammonium transporters (TC 2.49)."
"Rv2921c","MLST+","-","3232871..3234139","ftsY","Probable cell division protein FtsY (SRP receptor) (signal recognition particle receptor)","NP_217437.1","Rv2921c, (MTCY338.10c, MT2989), len: 422 aa. Probable ftsY, signal recognition particle (SRP) receptor,a membrane-associated cell division protein (see citation below), equivalent to O33010|FTSY_MYCLE cell division protein FTSY homolog from Mycobacterium leprae (430 aa),FASTA scores: opt: 1760, E(): 1.1e-108, (81.35% identity in 429 aa overlap). Also similar to others e.g. Q9I6C1|FTSY|PA0373 signal recognition particle receptor FTSY from Pseudomonas aeruginosa (455 aa), FASTA scores: opt: 882, E(): 5.1e-40, (42.08% identity in 385 aa overlap); Q9KVJ6|FTSY cell division protein from Vibrio cholerae (391 aa), FASTA scores: opt: 837, E(): 1.2e-37,(36.3% identity in 394 aa overlap); P10121|FTSY_ECOLI|FTSY|B3464 cell division protein from Escherichia coli strain K12 (497 aa), FASTA scores: opt: 800, E(): 1.3e-35, (39.75% identity in 327 aa overlap); etc. Also similar to Q9ZBP9|SC7A1.24 putative prokaryotic docking protein from Streptomyces coelicolor (412 aa),FASTA scores: opt: 1461, E(): 4.3e-71, (60.3% identity in 423 aa overlap). Contains PS00017 ATP/GTP-binding site motif A (P-loop), and PS00300 SRP54-type proteins GTP-binding domain signature. Belongs to the SRP family of GTP-binding proteins."
"Rv2922A","Accessory","Gene Rv2922A overlaps Rv2923c at 14 bases.","3237818..3238099","acyP","Probable acylphosphatase AcyP (acylphosphate phosphohydrolase)","YP_177679.1","Rv2922A, len: 93 aa. Probable acyP, acylphosphatase (acylphosphate phosphohydrolase), highly similar to others e.g. Q9ZBQ3|SC7A1.20 putative acylphosphatase from Streptomyces coelicolor (93 aa), FASTA scores: opt: 345,E(): 9.5e-19, (58.9% identity in 90 aa overlap); P75877|ACYP_ECOLI|YCCX|B0968|Z1320|ECS1052 putative acylphosphatase from Escherichia coli strains K12 and O157:H7 (92 aa), FASTA scores: opt: 220, E(): 2e-09,(44.95% identity in 89 aa overlap); Q9RVU3|DR0929 putative acylphosphatase from Deinococcus radiodurans (87 aa), FASTA scores: opt: 193, E(): 2.1e-07, (44.3% identity in 79 aa overlap); etc. Belongs to the acylphosphatase family."
"Rv2922c","MLST+","-","3234189..3237806","smc","Probable chromosome partition protein Smc","NP_217438.2","Rv2922c, (MT2990, MTCY338.11c), len: 1205 aa. Probable smc, chromosome partition protein (ala-, arg-,leu-, glu-rich protein, possibly coiled-coil protein) (see * below), equivalent (but longer 84 aa) to Q9CBT5|SMC|ML1629|MLCB250.01 possible cell division protein from Mycobacterium leprae (1203 aa), FASTA scores: opt: 5957, E(): 0, (79.15% identity in 1205 aa overlap). Also highly similar to other chromosome segregation proteins e.g. Q9ZBQ2|SC7A1.21 putative chromosome associated protein from Streptomyces coelicolor (1186 aa), FASTA scores: opt: 2633, E(): 4.1e-120, (53.03% identity in 1205 aa overlap); P51834|SMC_BACSU chromosome partition protein from Bacillus subtilis (1186 aa), FASTA scores: opt: 1009, E(): 2.1e-41,(30.75% identity in 1205 aa overlap); Q9CHC9|SMC chromosome segregation protein from Lactococcus lactis (subsp. lactis) (Streptococcus lactis) (924 aa), FASTA scores: opt: 996,E(): 7.5e-41, (29.75% identity in 874 aa overlap); etc. Equivalent to AAK47317 from Mycobacterium tuberculosis strain CDC1551 (1205 aa) but longer 84 aa. Contains PS00017 ATP/GTP-binding site motif A (P-loop). Belongs to the SMC family. N-terminus shortened since first submission. [* Note: Unpublished. Cobbe N., Heck M.M.S.-Phylogenetic analysis of SMC proteins (OCT-2001)]."
"Rv2923c","MLST+","-","3238086..3238499",,"hypothetical protein","NP_217439.1","Rv2923c, (MTCY338.12c), len: 137 aa. Conserved protein, showing similarity with other hypothetical proteins e.g. P24246|YHFA_ECOLI|B3356|Z4717|ECS4207 from Escherichia coli strains K12 and O157:H7 (134 aa), FASTA scores: opt: 110, E(): 1.9, (25.9% identity in 135 aa overlap); etc."
"Rv2924c","MLST+","-","3238601..3239470","fpg","Probable formamidopyrimidine-DNA glycosylase Fpg (FAPY-DNA glycosylase)","NP_217440.1","Rv2924c, (MTCY338.13c), len: 289 aa. Probable fpg (alternate gene name: mutM), formamidopyrimidine-DNA glycosylase (see citation below), equivalent to O69470|FPG_MYCLE formamidopyrimidine-DNA glycosylase from Mycobacterium leprae (282 aa), FASTA scores: opt: 1563,E(): 1.3e-96, (80.6% identity in 289 aa overlap). Also highly similar to other formamidopyrimidine-DNA glycosylases e.g. Q9ZBQ6|FPG_STRCO from Streptomyces coelicolor (286 aa), FASTA scores: opt: 1047, E(): 2.9e-62,(57.55% identity in 292 aa overlap); P95744|FPG_SYNEN from Synechococcus elongatus naegeli (284 aa), FASTA scores: opt: 569, E(): 1.9e-30, (37.95% identity in 290 aa overlap); P05523|FPG_ECOLI|MUTM|FPG|B3635 from Escherichia coli strain K12 (269 aa), FASTA scores: opt: 424, E(): 8.2e-21, (33.9% identity in 289 aa overlap); etc. Belongs to the FPG family. Cofactor: binds 1 zinc ion."
"Rv2925c","MLST+","-","3239829..3240551","rnc","Probable ribonuclease III Rnc (RNase III)","NP_217441.1","Rv2925c, (MTCY338.14c), len: 240 aa. Probable rnc,ribonuclease III (RNase III), equivalent to O69469|RNC_MYCLE ribonuclease III from Mycobacterium leprae (238 aa). Also highly similar to other ribonucleases III e.g. Q9ZBQ7|RNC_STRCO from Streptomyces coelicolor (272 aa), FASTA scores: opt: 889, E(): 5.4e-51, (62.2% identity in 225 aa overlap) (N-terminus longer 21 aa); P51833|RNC_BACSU from Bacillus subtilis (249 aa), FASTA scores: opt: 493, E(): 5e-25, (43.25% identity in 215 aa overlap); P05797|RNC_ECOLI|RNC|B2567|Z3848|ECS3433 from Escherichia coli strain O157:H7 and K12 (226 aa), FASTA scores: opt: 459, E(): 7.9e-23, (41.8% identity in 213 aa overlap); etc. Contains PS00517 Ribonuclease III family signature."
"Rv2926c","MLST+","-","3240548..3241171",,"hypothetical protein","NP_217442.1","Rv2926c, (MTCY338.15c), len: 207 aa. Conserved protein, equivalent to O69468|ML1660|MLCB1243.14 hypothetical 23.5 KDA protein from Mycobacterium leprae (217 aa), FASTA scores: opt: 866, E(): 1.4e-48, (67.2% identity in 192 aa overlap). Also similar in part to other hypothetical proteins e.g. Q9WXZ8 conserved hypothetical protein from Thermotoga maritima (182 aa), FASTA scores: opt: 254, E(): 3.4e-09, (31.45% identity in 143 aa overlap); Q9ZBQ9|SC7A1.14 hypothetical 23.5 KDA protein from Streptomyces coelicolor (217 aa), FASTA scores: opt: 244, E(): 1.7e-08, (45.5% identity in 189 aa overlap); O65982 hypothetical 26.2 KDA protein from Clostridium thermosaccharolyticum (Thermoanaerobacterium thermosaccharolyticum) (228 aa), FASTA scores: opt: 220,E(): 6.1e-07, (32.45% identity in 148 aa overlap); etc. Equivalent to AAK47323 from Mycobacterium tuberculosis strain CDC1551 (195 aa) but longer 12 aa."
"Rv2927c","MLST+","-","3241222..3241959",,"hypothetical protein","NP_217443.1","Rv2927c, (MTCY338.16c), len: 245 aa. Conserved hypothetical protein, equivalent to Q9CBS6|ML1661|MLCB1243.13 (alias O69467) hypothetical protein from Mycobacterium leprae (247 aa), FASTA scores: opt: 1440, E(): 4.9e-76, (90.6% identity in 245 aa overlap). Also similar to many hypothetical proteins from other organisms e.g. Q9ZBR0|SC7A1.13 hypothetical 41.0 KDA protein from Streptomyces coelicolor (379 aa), FASTA scores: opt: 266, E(): 3.4e-08, (29.9% identity in 234 aa overlap); etc. Also some similarity with P46815|AG84_MYCLE|ML0922 antigen 84 from Mycobacterium leprae (266 aa), FASTA scores: opt: 193, E(): 0.00043,(28.7% identity in 136 aa overlap) (see citation below); and P46816|AG84_MYCTU|WAG31|Rv2145c|MT2204|MTCY270.23 antigen 84 from Mycobacterium tuberculosis (260 aa), FASTA scores: opt: 178, E(): 0.0031, (34.35% identity in 131 aa overlap) (see citation below). Contains potential coiled-coil region."
"Rv2928","MLST+","-","3242198..3242983","tesA","Probable thioesterase TesA","NP_217444.1","Rv2928, (MTCY338.17), len: 261 aa. Probable tesA,thioesterase, similar to many e.g. Q9L4W2|NYSE thioesterase involved in synthesis of the polyene antifungal antibiotic nystatin from Streptomyces noursei (see Brautaset et al.,2000) (251 aa). TesA|Rv2928 interacts with PpsE|Rv2935, by bacterial two-hybrid and GST-pulldown assays (See Rao and Ranganathan, 2004)."
"Rv2929","Accessory","Gene Rv2929 overlaps Rv2928 at 14 bases.","3242970..3243281",,"Hypothetical protein","NP_217445.1","Rv2929, (MTCY338.18), len: 103 aa. Hypothetical unknown protein; some weak similarity to C-terminal half of P18319|UREG_KLEAE urease accessory protein from klebsiella aerogenes (205 aa), FASTA scores: opt: 99, E(): 1.1, (38.6% identity in 57 aa overlap). This region is a possible MT-complex-specific genomic island (See Becq et al.,2007)."
"Rv2930","MLST+","-","3243697..3245448","fadD26","Fatty-acid-AMP ligase FadD26 (fatty-acid-AMP synthetase) (fatty-acid-AMP synthase)","NP_217446.2","Rv2930, (MT2999, MTCY338.19), len: 583 aa. FadD26,fatty-acid-AMP synthetase, equivalent to Q9Z5K5|FADD26|ML2358|MLCB12.03c probable acyl-CoA synthase from Mycobacterium leprae (583 aa), FASTA scores: opt: 3026, E(): 9.2e-180, (76.85% identity in 583 aa overlap). Also highly similar to many e.g. Q9CD84|ML0132 putative acyl-CoA synthetase from Mycobacterium leprae (680 aa),FASTA scores: opt: 2324, E(): 3.2e-136, (61.35% identity in 572 aa overlap); P71495 acyl-CoA synthase from Mycobacterium bovis (582 aa), FASTA scores: opt: 2304, E(): 5e-135, (59.85% identity in 583 aa overlap); etc. Also highly similar to others from Mycobacterium tuberculosis e.g. Q50586|FD25_MYCTU|RV1521|MTCY19G5.07 putative fatty-acid--CoA ligase (583 aa), FASTA scores: opt: 2188,E(): 7.6e-128, (57.55% identity in 584 aa overlap); etc. Belongs to the ATP-dependent AMP-binding enzyme family. N-terminus shortened since first submission. Note that Rv2930|fadD26 belongs to the transcriptional unit Rv2930|fadD26-Rv2939|papA5 (proven experimentally)."
"Rv2931","MLST+","-","3245445..3251075","ppsA","Phenolpthiocerol synthesis type-I polyketide synthase PpsA","NP_217447.1","Rv2931, (MTCY338.20), len: 1876 aa. PpsA, type-I polyketide synthase (see citations below), highly similar to others from Mycobacterium leprae e.g. Q9Z5K6|ML2357|MLCB12.02c putative polyketide synthase from Mycobacterium leprae (1871 aa), FASTA scores: opt: 7566,E(): 0, (76.1% identity in 1888 aa overlap); Q9S384|ML2356|MLCB12.01c putative polyketide synthase from Mycobacterium leprae (1540 aa), FASTA scores: opt: 4026,E(): 9.8e-212, (45.7% identity in 1811 aa overlap); Q49932|PKSC|L518_F1_2 putative polyketide synthase (1446 aa), FASTA scores: opt: 4026, E(): 9.4e-212, (70.6% identity in 885 aa overlap). Also similar to polyketide synthases from other bacteria e.g. C-terminus of Q9L8C7|EPOC polyketide synthase from Polyangium cellulosum (7257 aa), FASTA scores: opt: 2592, E(): 5.2e-133, (32.55% identity in 2245 aa overlap); P22367|MSAS_PENPA 6-methylsalicylic acid synthase from Penicillium patulum (Penicillium griseofulvum) (1774 aa), FASTA scores: opt: 2391, E(): 0, (34.2% identity in 1815 aa overlap); etc. And also highly similar to others from Mycobacterium tuberculosis e.g. Q10978|PPSB_MYCTU|RV2932 phenolpthiocerol synthesis polyketide synthase (1538 aa), FASTA scores: opt: 4227, E(): 0, (46.8% identity in 1810 aa overlap) (gap in middle); etc. Contains PS00606 Beta-ketoacyl synthases active site, and PS00012 Phosphopantetheine attachment site. Note that Rv2931|ppsA belongs to the transcriptional unit Rv2930|fadD26-Rv2939|papA5 (proven experimentally)."
"Rv2932","MLST+","-","3251072..3255688","ppsB","Phenolpthiocerol synthesis type-I polyketide synthase PpsB","NP_217448.1","Rv2932, (MTV011.01, MTCY338.21, MT3002), len: 1538 aa. PpsB, type-I polyketide synthase (see citations below),highly similar to others from Mycobacterium leprae e.g. Q9S384|ML2356|MLCB12.01c putative polyketide synthase (1540 aa), FASTA scores: opt: 7284, E(): 0, (76.3% identity in 1561 aa overlap); Q49932|PKSC|L518_F1_2 putative polyketide synthase (1446 aa), FASTA scores: opt: 6811, E(): 0, (76.2% identity in 1462 aa overlap); etc. Also similar to polyketide synthases from other bacteria e.g. Q9KIZ6|EPOE EPOE protein from Polyangium cellulosum (3798 aa), FASTA scores: opt: 3052, E(): 3.3e-165, (38.35% identity in 1538 aa overlap); etc. And also highly similar to others from Mycobacterium tuberculosis e.g. Q10977|PPSA_MYCTU|RV2931 phenolpthiocerol synthesis polyketide synthase (1876 aa),FASTA scores: opt: 4227, E(): 0, (46.9% identity in 1810 aa overlap); P96203|PPSD|Rv2934|MTCY19H9.02 PKSE protein (1827 aa), FASTA scores: opt: 3756, E(): 1.8e-205, (42.9% identity in 1808 aa overlap); etc. Overlaps and extends CDS from neighbouring cosmid MTCY338.21. Contains PS00606 Beta-ketoacyl synthases active site. Note that Rv2932|ppsB belongs to the transcriptional unit Rv2930|fadD26-Rv2939|papA5 (proven experimentally). Nucleotide position 3254365 in the genome sequence has been corrected, T:C resulting in L1098L."
"Rv2933","MLST+","-","3255685..3262251","ppsC","Phenolpthiocerol synthesis type-I polyketide synthase PpsC","NP_217449.1","Rv2933, (MTCY19H9.01, MTV011.02), len: 2188 aa. ppsC, type-I polyketide synthase (see citations below),highly similar to others from Mycobacterium leprae e.g. Q49933|PKSD|ML2355|L518_F1_3 putative polyketide synthase (2201 aa), FASTA scores: opt: 6973, E(): 0, (82.32% identity in 2217 aa overlap); Q49624|PKS3|MASA|ML1229|B1170_C2_209 probable mycocerosic acid synthase (2118 aa), FASTA scores: opt: 4015, E(): 2.9e-208, (36.6% identity in 2184 aa overlap); etc. Also similar to polyketide synthases from other bacteria e.g. C-terminus of Q9L8C7 polyketide synthase from Polyangium cellulosum (7257 aa), FASTA scores: opt: 3909, E(): 3.6e-202, (40.15% identity in 2220 aa overlap); Q9KIZ7|EPOD EPOD protein from Polyangium cellulosum (7257 aa), FASTA scores: opt: 3886, E(): 6.2e-201, (40.05% identity in 2220 aa overlap); etc. And also highly similar to others from Mycobacterium tuberculosis e.g. P96291|Rv2940c (2111 aa),FASTA scores: opt: 4204, E(): 0, (39.1% identity in 2176 aa overlap); Q10977|PPSA_MYCTU|RV2931 phenolpthiocerol synthesis polyketide synthase (1876 aa), FASTA scores: opt: 3793, E(): 2.4e-196, (46.65% identity in 1612 aa overlap); etc. Contains PS00606 Beta-ketoacyl synthases active site,and PS00012 Phosphopantetheine attachment site. Note that Rv2933|ppsC belongs to the transcriptional unit Rv2930|fadD26-Rv2939|papA5 (proven experimentally)."
"Rv2934","MLST+","-","3262248..3267731","ppsD","Phenolpthiocerol synthesis type-I polyketide synthase PpsD","NP_217450.1","Rv2934, (MTCY19H9.02), len: 1827 aa. PpsD, type-I polyketide synthase (see citations below), highly similar to others from Mycobacterium leprae e.g. Q9CB70|ML2354 polyketide synthase (1822 aa), FASTA scores: opt: 9779,E(): 0, (80.35% identity in 1836 aa overlap); Q49940|L518_F3_67|PFSE (1815 aa), FASTA scores: opt: 9658,E(): 0, (79.85% identity in 1831 aa overlap); etc. Also similar to polyketide synthases from other bacteria e.g. C-terminus of Q9RNB2|MCYD|Q9FDU1 polyketide synthase (MCYD protein) from Microcystis aeruginosa (3906 aa), FASTA scores: opt: 2961, E(): 6e-159, (32.15% identity in 1827 aa overlap); etc. And also highly similar to others from Mycobacterium tuberculosis e.g. Q10978|PPSB_MYCTU|RV2932 phenolpthiocerol synthesis polyketide synthase (1538 aa),FASTA scores: opt: 3756, E(): 3.8e-204, (42.85% identity in 1808 aa overlap) (gaps in middle); P96202|PPSC|RV2933 polyketide synthase (2188 aa), FASTA scores: opt: 3463,E(): 1.7e-187, (39.2% identity in 2165 aa overlap); etc. Contains PS00606 Beta-ketoacyl synthases active site,PS00017 ATP/GTP-binding site motif A, PS00013 Prokaryotic membrane lipoprotein lipid attachment site, and PS00012 Phosphopantetheine attachment site. Note that Rv2934|ppsD belongs to the transcriptional unit Rv2930|fadD26-Rv2939|papA5 (proven experimentally)."
"Rv2935","MLST+","-","3267737..3272203","ppsE","Phenolpthiocerol synthesis type-I polyketide synthase PpsE","NP_217451.1","Rv2935, (MTCY19H9.03), len: 1488 aa. PpsE, type-I polyketide synthase (see citations below). Contains PS00606 Beta-ketoacyl synthases active site. Note that Rv2935|ppsE belongs to the transcriptional unit Rv2930|fadD26-Rv2939|papA5 (proven experimentally). TesA|Rv2928 interacts with PpsE|Rv2935, by bacterial two-hybrid and GST-pulldown assays (See Rao and Ranganathan, 2004)."
"Rv2936","MLST+","-","3272214..3273209","drrA","Daunorubicin-dim-transport ATP-binding protein ABC transporter DrrA","NP_217452.1","Rv2936, (MTCY19H9.04), len: 331 aa. drrA,daunorubicin-dim-transport resistance ATP-binding protein ABC transporter, probably involved in daunorubicin resistance and phthiocerol dimycocerosate transport (see citations below), equivalent to Q49938|DRRA|ML2352|L518_F2_43|DRRA probable daunorubicin resistance ATP-binding protein from Mycobacterium leprae (331 aa), FASTA scores: opt: 1842, E(): 4.2e-103, (85.2% identity in 331 aa overlap). Also highly similar to others e.g. Q9XCF7 DRRA from Mycobacterium avium (315 aa), FASTA scores: opt: 1040, E(): 4.7e-55, (54.35% identity in 309 aa overlap); Q9X5J8 daunorubicin resistance protein A from Mycobacterium avium (315 aa), FASTA scores: opt: 1030, E(): 1.9e-54, (53.7% identity in 309 aa overlap); P32010|DRRA_STRPE daunorubicin resistance ATP-binding protein from Streptomyces peucetius (330 aa), FASTA scores: opt: 852, E(): 9e-44, (47.15% identity in 318 aa overlap); etc. Contains PS00017 ATP/GTP-binding site motif A (P-loop), and PS00211 ABC transporters family signature. Belongs to the ATP-binding transport protein family (ABC transporters). Note that Rv2936|drrA belongs to the transcriptional unit Rv2930|fadD26-Rv2939|papA5 (proven experimentally)."
